text,kind_effect,task,object,physical_effect,id
"O/a ""Detectar"" é um/uma Efeito, que no/na Campo causa Difração.",Efeito,Detectar,Campo,Difração,3a292b07-322a-4169-bca6-04821d7fdb2c
"O/a ""Detectar"" é um/uma Efeito, que no/na Sólido causa Difração.",Efeito,Detectar,Sólido,Difração,c3cff60c-8a8a-4329-a8d5-e43a07530c82
"O/a ""Detectar"" é um/uma Efeito, que no/na Sólido dividido causa Difração.",Efeito,Detectar,Sólido dividido,Difração,a039fa41-a268-4b6c-bad3-ee338f39b360
"O/a ""Dobrar"" é um/uma Efeito, que no/na Campo causa Difração.",Efeito,Dobrar,Campo,Difração,742068d3-29a0-4113-bb1c-712b5943c594
"O/a ""Expandir"" é um/uma Efeito, que no/na Campo causa Difração.",Efeito,Expandir,Campo,Difração,dda15885-316a-4204-8d31-9d11277a3afc
"O/a ""Extrair"" é um/uma Efeito, que no/na Campo causa Difração.",Efeito,Extrair,Campo,Difração,7d26f1ba-f02a-48e2-91f8-c5f7b4c00d12
"O/a ""Separar"" é um/uma Efeito, que no/na Campo causa Difração.",Efeito,Separar,Campo,Difração,fe8ac1c0-db9f-4d9c-988b-dbabb426f09c
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Campo causa Difração.",Aplicação,Comprimir,Campo,Difração,0289006f-dee2-44a3-86be-8328c465978c
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Campo causa Difração.",Aplicação,Desmembrar,Campo,Difração,450a7600-7f4e-4c67-a986-015c5ab2ff1a
"O/a ""Destruir"" é um/uma Aplicação, que no/na Campo causa Difração.",Aplicação,Destruir,Campo,Difração,bba97487-50e5-44d8-acac-aa78ec8bda28
"O/a ""Dobrar"" é um/uma Aplicação, que no/na Campo causa Difração.",Aplicação,Dobrar,Campo,Difração,22541412-a196-418f-81ab-b649c8ef8942
"O/a ""Expandir"" é um/uma Aplicação, que no/na Campo causa Difração.",Aplicação,Expandir,Campo,Difração,ab1b2b0e-9be3-4d6a-a052-047b1981ed3f
"O/a ""Extrair"" é um/uma Aplicação, que no/na Campo causa Difração.",Aplicação,Extrair,Campo,Difração,38be5850-1af0-47ae-9c6b-864e5f44e922
"O/a ""Limpar"" é um/uma Aplicação, que no/na Campo causa Difração.",Aplicação,Limpar,Campo,Difração,0dc59543-0468-49ef-9e37-7daaab5ac090
"O/a ""Separar"" é um/uma Aplicação, que no/na Campo causa Difração.",Aplicação,Separar,Campo,Difração,a78e13a7-cb1a-43fd-ae60-4e118ec982ba
"O/a ""Absorver"" é um/uma Efeito, que no/na Sólido dividido causa Difusão molecular.",Efeito,Absorver,Sólido dividido,Difusão molecular,d4115dea-f62d-439a-aabd-17e33613182b
"O/a ""Diluir"" é um/uma Efeito, que no/na Sólido dividido causa Difusão molecular.",Efeito,Diluir,Sólido dividido,Difusão molecular,e27249d1-79d2-478c-960c-53711f1ce91a
"O/a ""Dobrar"" é um/uma Efeito, que no/na Gás causa Difusão molecular.",Efeito,Dobrar,Gás,Difusão molecular,1c01ade7-bf35-4795-8cca-0330e85466f4
"O/a ""Expandir"" é um/uma Efeito, que no/na Gás causa Difusão molecular.",Efeito,Expandir,Gás,Difusão molecular,77d5486a-5e0b-494e-826e-10a8c90a6c3a
"O/a ""Expandir"" é um/uma Efeito, que no/na Líquido causa Difusão molecular.",Efeito,Expandir,Líquido,Difusão molecular,dd42f5fe-e12e-475c-8405-bea10e0ca78e
"O/a ""Expandir"" é um/uma Efeito, que no/na Sólido causa Difusão molecular.",Efeito,Expandir,Sólido,Difusão molecular,e13c0073-f66b-4ba2-be7d-389fbd629062
"O/a ""Incorporar"" é um/uma Efeito, que no/na Sólido causa Difusão molecular.",Efeito,Incorporar,Sólido,Difusão molecular,51b3c1ba-06b5-4dfd-aebf-2dbd1b7e8c23
"O/a ""Juntar"" é um/uma Efeito, que no/na Sólido causa Difusão molecular.",Efeito,Juntar,Sólido,Difusão molecular,6348db4f-97e7-4a5c-bff7-66d28ce6ce59
"O/a ""Misturar"" é um/uma Efeito, que no/na Gás causa Difusão molecular.",Efeito,Misturar,Gás,Difusão molecular,1eedd482-ac12-4073-873e-12d854a27369
"O/a ""Misturar"" é um/uma Efeito, que no/na Líquido causa Difusão molecular.",Efeito,Misturar,Líquido,Difusão molecular,86419938-2d9f-4b1c-a7aa-46d0bc22e32f
"O/a ""Misturar"" é um/uma Efeito, que no/na Sólido causa Difusão molecular.",Efeito,Misturar,Sólido,Difusão molecular,605fa0b7-ac90-4577-824d-e3424172962f
"O/a ""Misturar"" é um/uma Efeito, que no/na Sólido dividido causa Difusão molecular.",Efeito,Misturar,Sólido dividido,Difusão molecular,ba3353a8-42e3-440a-a53a-3e9db7c042da
"O/a ""Mover"" é um/uma Efeito, que no/na Gás causa Difusão molecular.",Efeito,Mover,Gás,Difusão molecular,78e50f24-840e-445b-b629-21aff5c278c8
"O/a ""Mover"" é um/uma Efeito, que no/na Líquido causa Difusão molecular.",Efeito,Mover,Líquido,Difusão molecular,a37560e7-b333-4163-a1c8-58dd9e1b7db3
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido causa Difusão molecular.",Efeito,Mover,Sólido,Difusão molecular,257517c4-c06b-4b0a-b695-92cc8a7c394c
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido dividido causa Difusão molecular.",Efeito,Mover,Sólido dividido,Difusão molecular,3fc98f93-9ae2-4df3-bde9-f8feca4c2696
"O/a ""Polir"" é um/uma Efeito, que no/na Gás causa Difusão molecular.",Efeito,Polir,Gás,Difusão molecular,228abc99-6dbf-43b0-9cd5-320c642538cf
"O/a ""Purificar"" é um/uma Efeito, que no/na Sólido dividido causa Difusão molecular.",Efeito,Purificar,Sólido dividido,Difusão molecular,3173a662-67aa-4eae-9c04-7c7c55ff2ff1
"O/a ""Remover"" é um/uma Efeito, que no/na Gás causa Difusão molecular.",Efeito,Remover,Gás,Difusão molecular,a35f3dbf-8520-4b20-932f-e89111f66213
"O/a ""Remover"" é um/uma Efeito, que no/na Líquido causa Difusão molecular.",Efeito,Remover,Líquido,Difusão molecular,0905143c-b97c-4852-917f-4723ee9916ab
"O/a ""Remover"" é um/uma Efeito, que no/na Sólido dividido causa Difusão molecular.",Efeito,Remover,Sólido dividido,Difusão molecular,b313aa82-ceaa-4f77-b583-bf96e55cb838
"O/a ""Separar"" é um/uma Efeito, que no/na Gás causa Difusão molecular.",Efeito,Separar,Gás,Difusão molecular,9ef9630f-f61e-4306-8e8c-cc46724bdb03
"O/a ""Separar"" é um/uma Efeito, que no/na Líquido causa Difusão molecular.",Efeito,Separar,Líquido,Difusão molecular,6f6dc87e-ca93-4f85-9eec-ef296177aa68
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido dividido causa Difusão molecular.",Efeito,Separar,Sólido dividido,Difusão molecular,1815233e-1200-4b47-8059-a7f5557bffb0
"O/a ""Produzir"" é um/uma Aplicação, que no/na Sólido causa Difusão molecular.",Aplicação,Produzir,Sólido,Difusão molecular,c5d77cfd-bab4-490d-bca1-39e8fac12419
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Gás causa Difusão molecular.",Aplicação,Vibrar,Gás,Difusão molecular,f5be2cef-1c76-40f4-9bc6-8f1bc86820cb
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Gás causa Digestão aeróbica.",Aplicação,Aquecer,Gás,Digestão aeróbica,2270225c-4782-495a-bd2d-ba91880f3df7
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Líquido causa Digestão aeróbica.",Aplicação,Aquecer,Líquido,Digestão aeróbica,e9fc4f1b-6333-4c23-be36-cc2eb810cb57
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Sólido causa Digestão aeróbica.",Aplicação,Aquecer,Sólido,Digestão aeróbica,d6abbae8-f1ce-478e-b39e-b340faf9727f
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Sólido causa Digestão aeróbica.",Aplicação,Comprimir,Sólido,Digestão aeróbica,4ba76c64-a435-409b-8b30-6fdb76cee211
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Líquido causa Digestão aeróbica.",Aplicação,Desmembrar,Líquido,Digestão aeróbica,fe4e8f37-acd8-4928-ab84-149993680a3b
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Sólido causa Digestão aeróbica.",Aplicação,Desmembrar,Sólido,Digestão aeróbica,2fa9f697-2cbd-4148-99c0-d4e194394f3d
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão aeróbica.",Aplicação,Desmembrar,Sólido dividido,Digestão aeróbica,18c07034-507b-4e36-b3b6-34e9440f5a85
"O/a ""Destruir"" é um/uma Aplicação, que no/na Líquido causa Digestão aeróbica.",Aplicação,Destruir,Líquido,Digestão aeróbica,c9d298d4-c109-4ea4-92c8-aed46f3ac9eb
"O/a ""Destruir"" é um/uma Aplicação, que no/na Sólido causa Digestão aeróbica.",Aplicação,Destruir,Sólido,Digestão aeróbica,82070e49-2bfd-4570-92fa-86f0eae44268
"O/a ""Destruir"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão aeróbica.",Aplicação,Destruir,Sólido dividido,Digestão aeróbica,147ef5d4-fc5a-4de4-8bbb-27fe83d62510
"O/a ""Limpar"" é um/uma Aplicação, que no/na Líquido causa Digestão aeróbica.",Aplicação,Limpar,Líquido,Digestão aeróbica,36c9a7a1-dcec-421c-836d-5cd4211b17aa
"O/a ""Limpar"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão aeróbica.",Aplicação,Limpar,Sólido dividido,Digestão aeróbica,dbbe8050-4c8b-43cf-ba0b-e8e8de666c59
"O/a ""Produzir"" é um/uma Aplicação, que no/na Gás causa Digestão aeróbica.",Aplicação,Produzir,Gás,Digestão aeróbica,ea1589a9-f30b-482c-b7b2-08770d8ec52a
"O/a ""Produzir"" é um/uma Aplicação, que no/na Líquido causa Digestão aeróbica.",Aplicação,Produzir,Líquido,Digestão aeróbica,ed0af4f4-4eb0-459f-adab-958cde526b29
"O/a ""Purificar"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão aeróbica.",Aplicação,Purificar,Sólido dividido,Digestão aeróbica,b07d120e-6e49-454a-9754-497b965fe22d
"O/a ""Remover"" é um/uma Aplicação, que no/na Líquido causa Digestão aeróbica.",Aplicação,Remover,Líquido,Digestão aeróbica,4c10dafd-f1e8-460c-8ad7-fdee4b0a0f2c
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido causa Digestão aeróbica.",Aplicação,Remover,Sólido,Digestão aeróbica,07ad8039-7bb5-48b7-87c0-7f69348342fa
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão aeróbica.",Aplicação,Remover,Sólido dividido,Digestão aeróbica,5fab85ba-36eb-4608-984a-65102f9a6999
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Sólido causa Digestão anaeróbia.",Aplicação,Comprimir,Sólido,Digestão anaeróbia,b73aef9e-71de-479d-8a5a-1e43ffaac42c
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Líquido causa Digestão anaeróbia.",Aplicação,Desmembrar,Líquido,Digestão anaeróbia,210dc366-94d6-4bb5-92b7-90b443a6e148
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Sólido causa Digestão anaeróbia.",Aplicação,Desmembrar,Sólido,Digestão anaeróbia,64dbce91-631b-4ec5-b5d8-2426a80bd814
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão anaeróbia.",Aplicação,Desmembrar,Sólido dividido,Digestão anaeróbia,736c33b2-cf33-488e-a8ef-942b3e3d1908
"O/a ""Destruir"" é um/uma Aplicação, que no/na Líquido causa Digestão anaeróbia.",Aplicação,Destruir,Líquido,Digestão anaeróbia,96ebc8b1-83ae-481d-907a-096079216d2f
"O/a ""Destruir"" é um/uma Aplicação, que no/na Sólido causa Digestão anaeróbia.",Aplicação,Destruir,Sólido,Digestão anaeróbia,f9ce6bdf-627d-4ba8-ba57-e1e0607e79ce
"O/a ""Destruir"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão anaeróbia.",Aplicação,Destruir,Sólido dividido,Digestão anaeróbia,bb5ed6fd-884e-410f-b7a8-4b59ff7926c2
"O/a ""Limpar"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão anaeróbia.",Aplicação,Limpar,Sólido dividido,Digestão anaeróbia,c243f068-320f-4ef9-9194-3725bd5d2979
"O/a ""Produzir"" é um/uma Aplicação, que no/na Gás causa Digestão anaeróbia.",Aplicação,Produzir,Gás,Digestão anaeróbia,7a63c12d-69ee-4042-bb9f-b9d391e8d44b
"O/a ""Produzir"" é um/uma Aplicação, que no/na Líquido causa Digestão anaeróbia.",Aplicação,Produzir,Líquido,Digestão anaeróbia,8931a696-1ff1-4b2d-8fc3-6ee05c1faf01
"O/a ""Purificar"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão anaeróbia.",Aplicação,Purificar,Sólido dividido,Digestão anaeróbia,b08da44e-1778-4739-a2fb-5c9c2a23d64e
"O/a ""Remover"" é um/uma Aplicação, que no/na Líquido causa Digestão anaeróbia.",Aplicação,Remover,Líquido,Digestão anaeróbia,07ebc3a3-76a4-4b8a-94b0-ca954b572c69
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido causa Digestão anaeróbia.",Aplicação,Remover,Sólido,Digestão anaeróbia,7c8a609a-104b-42a1-b041-606b682e31da
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão anaeróbia.",Aplicação,Remover,Sólido dividido,Digestão anaeróbia,e0d4c1fc-8887-421b-b097-63fc2afb0452
"O/a ""Separar"" é um/uma Aplicação, que no/na Sólido dividido causa Digestão anaeróbia.",Aplicação,Separar,Sólido dividido,Digestão anaeróbia,294c897e-ea01-447e-a859-ffc4a4c6605e
"O/a ""Condensar"" é um/uma Efeito, que no/na Campo causa Digitalização.",Efeito,Condensar,Campo,Digitalização,b503703e-65b4-4adb-8eed-9789abf73157
"O/a ""Congela ferve"" é um/uma Efeito, que no/na Campo causa Digitalização.",Efeito,Congela ferve,Campo,Digitalização,75a73813-9d9b-4f54-a631-2d83eeca487d
"O/a ""Evaporar"" é um/uma Aplicação, que no/na Campo causa Digitalização.",Aplicação,Evaporar,Campo,Digitalização,4922e511-c4a1-4029-a8c9-19739bd49f5b
"O/a ""Apertar"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Apertar,Líquido,Dilatação térmica,86e43e89-7197-401e-b2dc-47dbde334dbe
"O/a ""Apertar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Apertar,Sólido,Dilatação térmica,7ca0a719-7251-4b92-a618-c2a01f9c64de
"O/a ""Aquecer"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Aquecer,Gás,Dilatação térmica,0117a745-f2f0-43f2-bf39-79204723deb5
"O/a ""Aquecer"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Aquecer,Líquido,Dilatação térmica,3ab0f480-5473-40d9-af0f-95d00a942d44
"O/a ""Aquecer"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Aquecer,Sólido,Dilatação térmica,b388e817-e358-4577-882f-6798228ee0fd
"O/a ""Comprimir"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Comprimir,Gás,Dilatação térmica,144e4fb5-1aa3-4e4a-8355-688ab96465b6
"O/a ""Comprimir"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Comprimir,Líquido,Dilatação térmica,f2300668-435c-4728-b92b-8c1c536f0016
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Comprimir,Sólido,Dilatação térmica,5ebf6978-f49f-4cd9-8156-ba2a3d2ea65a
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido dividido causa Dilatação térmica.",Efeito,Comprimir,Sólido dividido,Dilatação térmica,bebbbfc0-b5d3-4ab9-ba6a-242aa77ca32d
"O/a ""Concentrar"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Concentrar,Gás,Dilatação térmica,76d97ded-4e05-486e-b98a-f90b077797e9
"O/a ""Concentrar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Concentrar,Sólido,Dilatação térmica,c07c4c1e-a18f-4c08-b667-420d6c51ae05
"O/a ""Concentrar"" é um/uma Efeito, que no/na Sólido dividido causa Dilatação térmica.",Efeito,Concentrar,Sólido dividido,Dilatação térmica,b08d9ecb-2be1-48df-987c-67b8d9869bbf
"O/a ""Desmembrar"" é um/uma Efeito, que no/na Sólido dividido causa Dilatação térmica.",Efeito,Desmembrar,Sólido dividido,Dilatação térmica,c0587e30-e621-43ef-b59f-96bc64b81611
"O/a ""Dobrar"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Dobrar,Gás,Dilatação térmica,eb155c13-fb8a-4122-aa04-3b063929deda
"O/a ""Dobrar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Dobrar,Sólido,Dilatação térmica,d755db27-0caf-4372-891f-bdaa08b35400
"O/a ""Expandir"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Expandir,Gás,Dilatação térmica,3327641d-6c66-4de4-8bd5-c17c2ffd6a15
"O/a ""Expandir"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Expandir,Líquido,Dilatação térmica,069119b8-0979-4175-87e2-8777b6b58e00
"O/a ""Juntar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Juntar,Sólido,Dilatação térmica,eec3c534-67cf-4d12-aa9c-8613dde730fd
"O/a ""Mover"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Mover,Gás,Dilatação térmica,c4d2fb1d-4262-41b9-94b1-a0eee3b2ce3f
"O/a ""Mover"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Mover,Líquido,Dilatação térmica,c08ded66-2a7b-46f4-90f0-0abd8ea73849
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Mover,Sólido,Dilatação térmica,822c9fd0-d4ad-4644-90de-103cc03b678a
"O/a ""Segurar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Segurar,Sólido,Dilatação térmica,ff1a30a0-9b22-4205-9cd3-25c3d69c3c5d
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Separar,Sólido,Dilatação térmica,306be84e-81b6-44ea-9b64-0bde9d119d09
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido dividido causa Dilatação térmica.",Efeito,Separar,Sólido dividido,Dilatação térmica,41a06897-0c9d-4ba2-bbea-3ef04b92513f
"O/a ""Vibrar"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Vibrar,Gás,Dilatação térmica,331a7b64-571d-4f13-9cfd-59592e8dbfe9
"O/a ""Vibrar"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Vibrar,Líquido,Dilatação térmica,76fbf689-3883-4bfe-a691-3e953b5fff5a
"O/a ""Absorver"" é um/uma Efeito, que no/na Campo causa Dilatação térmica.",Efeito,Absorver,Campo,Dilatação térmica,2b89e2ff-7b88-4035-9a41-c8086ae7efbf
"O/a ""Apertar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Apertar,Sólido,Dilatação térmica,a74c6d38-6e51-42f7-9289-798646ace37c
"O/a ""Comprimir"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Comprimir,Gás,Dilatação térmica,615579d3-5295-4b42-840b-771c689a1388
"O/a ""Comprimir"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Comprimir,Líquido,Dilatação térmica,b826b586-a6fb-41b8-aa34-32ee0c598480
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Comprimir,Sólido,Dilatação térmica,f7b002e0-77cf-46e5-98b9-4905ef9318cb
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido dividido causa Dilatação térmica.",Efeito,Comprimir,Sólido dividido,Dilatação térmica,d68eef9a-4ded-49af-965b-4d71d7edb217
"O/a ""Dobrar"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Dobrar,Gás,Dilatação térmica,3ddb5b61-9d5e-4f75-98f3-18853fdbdf94
"O/a ""Dobrar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Dobrar,Sólido,Dilatação térmica,5ef87605-66f8-4f68-ac68-b6701b4358ea
"O/a ""Esfriar"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Esfriar,Gás,Dilatação térmica,4767c300-a981-4272-b04a-068adfe0e953
"O/a ""Esfriar"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Esfriar,Líquido,Dilatação térmica,ab6e4d78-e3f8-4768-841b-5d85e09a690f
"O/a ""Esfriar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Esfriar,Sólido,Dilatação térmica,074df69b-b12f-4fd4-97b3-b8eef18d71e7
"O/a ""Expandir"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Expandir,Gás,Dilatação térmica,48ca23a1-124c-44f9-80b7-1c9ef35a9cc5
"O/a ""Expandir"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Expandir,Líquido,Dilatação térmica,52340045-d80b-46ef-bcef-ba14029356ad
"O/a ""Expandir"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Expandir,Sólido,Dilatação térmica,80261b73-8176-447d-a255-fd4bc8199ac6
"O/a ""Expandir"" é um/uma Efeito, que no/na Sólido dividido causa Dilatação térmica.",Efeito,Expandir,Sólido dividido,Dilatação térmica,6d9b207f-6e66-4055-814e-269e1fb114e7
"O/a ""Juntar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Juntar,Sólido,Dilatação térmica,ada1dde0-6523-4cee-93fb-428410b281ef
"O/a ""Localizar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Localizar,Sólido,Dilatação térmica,6ecb9404-4723-410b-93b7-8e7594d4b36b
"O/a ""Montar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Montar,Sólido,Dilatação térmica,f8f0a160-f0a3-40d1-8c7f-7932e2c9da95
"O/a ""Mover"" é um/uma Efeito, que no/na Gás causa Dilatação térmica.",Efeito,Mover,Gás,Dilatação térmica,63e301ba-5146-41ca-80be-87ca439e9dfc
"O/a ""Mover"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Mover,Líquido,Dilatação térmica,946294a6-3806-4a10-86fa-a543f079eb9b
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Mover,Sólido,Dilatação térmica,c538654d-ed4a-4dd1-a0fe-f556f4005067
"O/a ""Prevenir"" é um/uma Efeito, que no/na Líquido causa Dilatação térmica.",Efeito,Prevenir,Líquido,Dilatação térmica,0b9065db-1b91-4bdc-af7e-c2c3d8b90952
"O/a ""Prevenir"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Prevenir,Sólido,Dilatação térmica,003b3f91-8cf1-4f85-90fe-8684297a546c
"O/a ""Segurar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Segurar,Sólido,Dilatação térmica,a7a93fc3-3e0e-41dc-bbc8-7a6598c5b4a5
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido causa Dilatação térmica.",Efeito,Separar,Sólido,Dilatação térmica,22582ce6-e61c-42e1-a570-97dde2f180ca
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido dividido causa Dilatação térmica.",Efeito,Separar,Sólido dividido,Dilatação térmica,483c2d2a-4d44-437d-a4ea-450e6db9f9ac
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Gás causa Dilatação térmica.",Aplicação,Vibrar,Gás,Dilatação térmica,e63f9a5f-653f-4ba8-931c-aabfd6d8536d
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Líquido causa Dilatação térmica.",Aplicação,Vibrar,Líquido,Dilatação térmica,83df401e-5255-45b0-bb67-a5dffe007acc
"O/a ""Absorver"" é um/uma Aplicação, que no/na Campo causa Dilatante.",Aplicação,Absorver,Campo,Dilatante,073790bc-a63d-4681-bddd-6fa0faf2fb67
"O/a ""Apertar"" é um/uma Aplicação, que no/na Campo causa Dilatante.",Aplicação,Apertar,Campo,Dilatante,582d5fe6-c306-4759-a9f1-87be2ded5ccd
"O/a ""Congelar"" é um/uma Aplicação, que no/na Líquido causa Dilatante.",Aplicação,Congelar,Líquido,Dilatante,077fa9ff-52a4-461e-8601-dfd3902f36e3
"O/a ""Juntar"" é um/uma Aplicação, que no/na Líquido causa Dilatante.",Aplicação,Juntar,Líquido,Dilatante,b77fa90f-bc5c-4ffa-a522-d1a8cc72c1a3
"O/a ""Mudar de fase"" é um/uma Aplicação, que no/na Sólido dividido causa Dilatante.",Aplicação,Mudar de fase,Sólido dividido,Dilatante,3abb253c-83a2-424b-bc50-7d13776e4457
"O/a ""Proteger"" é um/uma Aplicação, que no/na Sólido causa Dilatante.",Aplicação,Proteger,Sólido,Dilatante,8e2c4910-8e97-4c8f-9911-6addca445971
"O/a ""Resistir"" é um/uma Aplicação, que no/na Campo causa Dilatante.",Aplicação,Resistir,Campo,Dilatante,3b03d883-4a07-4828-a773-c10666034296
"O/a ""Segurar"" é um/uma Aplicação, que no/na Líquido causa Dilatante.",Aplicação,Segurar,Líquido,Dilatante,6e34fbdb-54fb-4f4e-9c82-298308198a71
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Gás causa Diodo emissor de luz.",Aplicação,Aquecer,Gás,Diodo emissor de luz,c281bee5-2e55-45b0-9656-a5be509ad17a
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Líquido causa Diodo emissor de luz.",Aplicação,Aquecer,Líquido,Diodo emissor de luz,f30b935d-e79b-435c-94d5-b8f52893db15
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Sólido causa Diodo emissor de luz.",Aplicação,Aquecer,Sólido,Diodo emissor de luz,8e3fdf02-8284-4763-8791-a36cc9bb12ee
"O/a ""Detectar"" é um/uma Aplicação, que no/na Campo causa Diodo emissor de luz.",Aplicação,Detectar,Campo,Diodo emissor de luz,af874304-1476-4792-88e3-589ad7dc2e82
"O/a ""Produzir"" é um/uma Aplicação, que no/na Campo causa Diodo emissor de luz.",Aplicação,Produzir,Campo,Diodo emissor de luz,66d1be17-98eb-4663-bfdb-3dac14ee5948
"O/a ""Produzir"" é um/uma Aplicação, que no/na Campo causa Diodo orgânico emissor de luz.",Aplicação,Produzir,Campo,Diodo orgânico emissor de luz,e13a10b7-25ad-45d1-bfaa-f17ae2e99f45
"O/a ""Absorver"" é um/uma Aplicação, que no/na Campo causa Diodo semicondutor.",Aplicação,Absorver,Campo,Diodo semicondutor,95cc41d8-537d-4ff5-8ac4-e6b31ca42f5c
"O/a ""Apertar"" é um/uma Aplicação, que no/na Campo causa Diodo semicondutor.",Aplicação,Apertar,Campo,Diodo semicondutor,6a4f6cba-fe35-4b1c-a43a-21a9126780ad
"O/a ""Destruir"" é um/uma Aplicação, que no/na Campo causa Diodo semicondutor.",Aplicação,Destruir,Campo,Diodo semicondutor,1a4ac6b9-cd34-4837-977a-cd3cc926661f
"O/a ""Remover"" é um/uma Aplicação, que no/na Campo causa Diodo semicondutor.",Aplicação,Remover,Campo,Diodo semicondutor,d7bb76e6-3870-4247-b973-bf04a03676f1
