id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc,titulo_english,match_top_10_title,kind_effect,task,object,physical_effect,derived_from,titulo_lemmatized,match_top_10_vec_distance_tasks
BR 10 2020 002596 1,06/02/2020,PROCESSO DE FABRICAÇÃO DE BASE PARA BANCADA EM POLIESTIRENO EXPANSÍVEL E BASE PARA BANCADA EM POLIESTIRENO EXPANSÍVEL.,A47K 1/14,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1554058&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"Trata de um processo que utiliza pequenos blocos (2) de EPS expandido colados com adesivo de EPS e flocos de EPS na proporção de 2x1 entre a face superior e inferior de uma tela metálica (4), responsável por reforçar a região de instalação da cuba (5) e da torneira (6), de forma que a base (1) para bancada de EPS obtida é leve, robusta e de fácil instalação",  A47K 1/14,Basic manufacturing process for banking in expansive polyester and base for banking in expansive polyester.,"{'Produce', 'Move', 'Break Down', 'Change Phase', 'Separate'}",,Colar,Blocos de poliestireno expandido,Aderência,"O/a ""Expandir"" atua no/na Sólido para produzir um/uma Espuma metálica.",processo fabricacao base bancada poliestireno expansivel base bancada poliestireno expansivel,{'comprimir'}
BR 11 2022 007784 0,13/02/2020,DISPOSITIVO DE COBERTURA DE CATETER VENOSO CENTRAL,A61M 25/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1655840&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção se refere a uma cobertura de cateter. Anteriormente, as coberturas de cateter que poderiam proteger um cateter da água não eram seguras de forma eficiente para um usuário humano. As modalidades da presente invenção usam uma aba (50) unida a uma manga na cobertura de cateter. Uma primeira tira adesiva (52) é unida à aba e à manga e é configurada para ser fixada à pele de um usuário humano.",  A61M 25/02 ;  A61B 46/10 ;  A61F 13/42 ;  A61M 39/20,Central Venus Cateter Coverage Device,"{'Deposit', 'Move', 'Break Down', 'Expand', 'Change Phase', 'Separate', 'Heat', 'Hold', 'Bend', 'Orient'}",,Proteger,Cateter,Isolamento físico,"O/a ""Absorver"" atua no/na Líquido para produzir um/uma Material poroso capilar.",dispositivo cobertura cateter venoso central,{'comprimir'}
BR 11 2022 015650 2,12/02/2020,MELHORIA DE PDCCH PARA PAGINAÇÃO DE GRUPO,H04W 68/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1671642&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a aparelhos, sistemas e métodos para melhorias de PDCCH para indicações de paginação de grupo. Um dispositivo de equipamento de usuário pode ser configurado para receber, de uma rede, uma indicação de uma ocasião de paginação através de um PG-RNTI e/ou através de pelo menos 6 bits de um DCI. Um valor do PG-RNTI pode estar associado à ocasião de paginação, bem como um conjunto de UEs, incluindo o UE. O UE pode ser configurado para monitorar a ocasião de paginação com base no valor do PG-RNTI e receber, durante a ocasião de paginação, uma indicação de paginação através de pelo menos seis bits de um DCI, onde cada bit dos pelo menos seis bits pode indicar uma indicação de paginação para um conjunto específico de UEs e o conjunto específico de UEs pode ser um subconjunto do conjunto de UEs. O UE pode ser configurado também para, em resposta à determinação de que o UE tem uma mensagem de paginação, decodificar um PDSCH correspondente.",  H04W 68/02 ;  H04W 52/02 ;  H04W 72/12,Improvement of PDCCH for Group Paging,"{'Produce', 'Move', 'Break Down', 'Expand', 'Concentrate', 'Change Phase', 'Separate', 'Hold'}",,Monitorar,Sinal de paginação,Decodificação de informação digital,O/a Configurar atua no/na Banda de transmissão para produzir um/uma Alocação de largura de banda.,melhoria pdcch paginacao,{'preservar'}
BR 11 2021 016097 3,20/01/2020,"MECANISMO DE AUMENTO DA RIGIDEZ PARA ROLAMENTO DE SUSPENSÃO MAGNÉTICA, ROLAMENTO DE SUSPENSÃO MAGNÉTICA E BOMBA DE SANGUE",F16C 32/04,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623125&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente divulgação se refere a um mecanismo de aumento de rigidez (23) para um rolamento de suspensão magnética (20), um rolamento de suspensão magnética (20) incluindo o mecanismo de aumento de rigidez (23) e uma bomba de sangue. O rolamento de suspensão magnética (20) compreende um estator (21) com dentes do estator (211) e um rotor (22) disposto dentro do estator (21). O mecanismo de aumento de rigidez (23) compreende: um ímã permanente do rotor (231), um ímã permanente do estator (232) e um corpo de acionamento axial (233). O ímã permanente do rotor (231) e o rotor (22) do rolamento de suspensão magnética (20) formam um conjunto de rotor, que tem uma estrutura assimétrica em relação ao plano principal (P) do rotor (22). O mecanismo de aumento de rigidez (23) é configurado, de modo que o ímã permanente do estator (232) gere uma força de atração radial para o ímã permanente do rotor (231) e o corpo de acionamento axial (233) gera uma força repulsiva axial para o ímã permanente do rotor (231), em que a magnitude da força repulsiva axial é variável com uma mudança de uma distância axial entre o corpo de acionamento axial (233) e o ímã permanente do rotor (231). O mecanismo de aumento de rigidez (23) pode aumentar a rigidez torcional do rotor (20) do rolamento de suspensão magnética (20) e facilitar a miniaturização do rolamento de suspensão magnética (20).",  F16C 32/04 ;  A61M 1/12,"Magnetic Suspension Role, Magnetic Suspension Role and Blood Bomb Role","{'Move', 'Break Down', 'Change Phase', 'Separate', 'Detect', 'Destroy'}",,Aumentar rigidez,Rotor de rolamento de suspensão magnética,Força magnética,"O/a ""Segurar"" atua no/na Sólido para produzir um/uma Spin-stabilized Magnetic Levitation.",mecanismo aumento rigidez rolamento suspensao magnetico rolamento suspensao magnetico bomba sangue,{'comprimir'}
BR 11 2021 016923 7,27/02/2020,"MÉTODOS PARA TRATAR UM PACIENTE COM CÂNCER HEMATOLÓGICO, MÉTODOS PARA TRATAR UM PACIENTE COM MM RECIDIVANTE OU REFRATÁRIO, MÉTODOS PARA TRATAR UM PACIENTE TENDO UM LNH RECIDIVANTE OU REFRATÁRIO E KITS",C07K 16/28,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624650&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A invenção fornece métodos de dosagem para o tratamento de cânceres. Em particular, são fornecidos métodos para tratar pacientes humanos com câncer, tal como um câncer hematológico, pela administração de uma combinação de um anticorpo antagonista anti-TIGIT e um anticorpo anti-CD20 ou anticorpo anti-CD38.",  C07K 16/28 ;  C07K 16/30 ;  A61P 35/00 ;  A61P 35/02 ;  A61K 39/00,"Methods for treating a patient with hematological cancer, Methods for treating a patient with recidive or refratory MM, Methods for treating a patient with recidive or refratory LNH and KITS","{'Move', 'Break Down', 'Prevents', 'Expand', 'Mix', 'Separate', 'Hold', 'Dry'}",,Administrar,Anticorpo,Inibição da proliferação celular,"O/a ""Concentrar"" atua no/na Líquido para produzir um/uma Coagulação sanguínea.",metodo tratar paciente cancer hematologico metodo tratar paciente mm recidivante refratario metodo tratar paciente ter lnh recidivante refratario kit,{'concentrar'}
BR 11 2021 015705 0,27/02/2020,COMPOSIÇÃO AQUOSA PÓS-TRATAMENTO E MÉTODO PARA PROTEÇÃO DA CORROSÃO,C23C 22/83,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622379&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se à uma composição de pós-tratamento aquoso, para fornecer uma camada de pós-tratamento sobre pelo menos uma parte de uma camada de passivação, que está cobrindo pelo menos uma parte de uma camada de zinco, que está sobre pelo menos uma parte de um substrato contendo ferro, caracterizada pelo fato de que a composição aquosa de pós-tratamento compreende pelo menos uma fonte de íon de cromo (III), e pelo menos um composto contendo o silicone de elemento químico; em que no presente uma razão molar de silicone versus cromo é dada na dita composição, com a cláusula de que a dita razão molar é variando de 2600:1 a 1:1, para a camada de zinco obtida por um processo de deposição de ácido de zinco eletrolítico; ou que a dita razão molar é variando de 5200:1 a 1:1 para a camada de zinco obtida através de um processo de deposição de zinco alcalino eletrolítico.",  C23C 22/83 ;  C23C 22/82 ;  C25D 5/48 ;  C25D 7/00 ;  C25D 3/22,Post-treatment and methods for the protection of corrosion,"{'Move', 'Break Down', 'Prevents', 'Change Phase', 'Separate', 'Hold', 'Protect'}",,Proteger,Camada de zinco,Formação de camada passivadora,"O/a ""Preservar"" atua no/na Sólido para produzir um/uma Hard/soft Multi-Layer Coatings.",composicao aquoso postratamento metodo protecao corrosao,{'produzir'}
BR 11 2021 016669 6,25/02/2020,TRATAMENTO DE HERPES SIMPLES COM UMA COMBINAÇÃO DE VALACICLOVIR E FANCICLOVIR,A61K 31/52,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624247&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,. A presente divulgação fornece composições e métodos para a prevenção de infecção por HSV em um indivíduo soronegativo para HSV e para o tratamento e a prevenção de recorrência em um indivíduo soropositivo para HSV.,  A61K 31/52 ;  A61K 31/522 ;  A61P 31/22,Treatment of simple herpes with a combination of valacyclovir and fancyclovir,"{'Break Down', 'Cool', 'Mix', 'Separate', 'Clean'}",,Tratar,Infecção por HSV,Inibição da replicação viral,"O/a ""Prevenir"" atua no/na Líquido para produzir um/uma Gel.",tratamento herpes simples combinacao valaciclovir Fanciclovir,{'prevenir'}
BR 10 2020 002751 4,10/02/2020,ATIVO ORGÂNICO MULTIUSO A BASE DE ÓLEO DE SOJA E CAFEÍNA,A01N 37/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1555305&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"A presente invenção refere-se a um produto químico a base de óleo de soja e cafeína para ser utilizados como Defensivo Agrícola/Agropecuária / Agrossistema (pesticida/ inseticida/ larvicida/ antiparasitário), sua Fórmula e Processo Produtivo são simples e possui ingredientes de conhecimento global, vegetal e orgânico.",  A01N 37/06 ;  A01N 43/90 ;  A01P 7/04,Multiple organic ingredients based on soya and caffeine oil,"{'Produce', 'Break Down', 'Concentrate', 'Change Phase', 'Mix', 'Separate', 'Dry', 'Extract'}",,Eliminar,Praga agrícola,Ação inseticida,O/a Adicionar atua no/na Extrato hidrossolúvel em pó da castanha de caju para produzir um/uma Enriquecimento nutricional.,ativo organico multiuso base oleo soja cafeina,{'preservar'}
BR 11 2021 015725 5,26/02/2020,FECHADURA DE DOBRADIÇA,E05D 7/10,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622400&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A invenção se refere a uma fechadura de dobradiça que consiste em uma primeira parte de dobradiça (1) para fixação do lado de fora de uma porta e uma segunda parte de dobradiça (2) para fixação do lado de fora de uma moldura de porta, em que a primeira parte de dobradiça (1) possui um dispositivo de atuação, por meio do qual a primeira (1) e a segunda parte da dobradiça (2) podem ser destravadas e travadas uma com a outra. O dispositivo de atuação interage com um eixo (16), que é adequado para passar pela porta. Uma maçaneta interna (23) é disposta na extremidade do eixo (16) voltada para longe do dispositivo de atuação, por meio da qual a primeira (1) e a segunda partes da dobradiça (2) podem ser destravadas e travadas uma com a outra. O eixo (16) é cercado por pelo menos uma parte de tubo (18, 18).",  E05D 7/10 ;  E05D 15/50,Declaration of debt,"{'Produce', 'Deposit', 'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold', 'Protect'}",,Travar,Dobradiça,Engrenamento mecânico,"O/a ""Dobrar"" atua no/na Sólido para produzir um/uma Mecanismo inversor de Hart.",fechadura dobradica,{'apertar'}
BR 11 2021 013618 5,30/01/2020,INGREDIENTE DE MODIFICAÇÃO DE SABOR DERIVADO DE FIBRA DIETÉTICA,A23C 9/13,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1618532&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a um método para produzir um ingrediente de modificação de sabor, o método compreendendo submeter uma fibra dietética à hidrólise enzimática e/ou à fermentação; ingredientes de modificação de sabor obteníveis por meio do referido método; composições de sabor e produtos alimentares compreendendo o referido ingrediente de modificação de sabor; usos do referido ingrediente de modificação de sabor.",  A23C 9/13 ;  A23C 9/154 ;  A23L 2/52 ;  A23L 2/56 ;  A23L 7/104 ;  A23L 27/00 ;  A23L 33/00,Dietary Fiber Substance of Sweetening,"{'Produce', 'Break Down', 'Prevents', 'Concentrate', 'Change Phase', 'Dilute', 'Hold', 'Absorb'}",,Hidratar,Fibra dietética,Hidrólise enzimática,O/a Adicionar atua no/na Polpa de butiá para produzir um/uma Alteração de sabor.,ingrediente modificacao sabor derivar fibra dietetico,{'misturar'}
BR 11 2021 015887 1,11/02/2020,"MÉTODO PARA CRIOPRESERVAÇÃO DE CÉLULA-TRONCO, USO DE UMA POPULAÇÃO DE CÉLULAS-TRONCO, COMPOSIÇÃO DE CRIOPRESERVAÇÃO, USO DE N-ACETILCISTEÍNA NAC, E KIT DE CRIOPRESERVAÇÃO",A01N 1/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622794&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"MÉTODO PARA CRIOPRESERVAÇÃO DE CÉLULA-TRONCO, POPULAÇÃO DE CÉLULAS-TRONCO, COMPOSIÇÃO DE CRIOPRESERVAÇÃO, USO DE NAC, E KIT DE CRIOPRESERVAÇÃO. A invenção se refere a métodos para a criopreservação de uma população de células-tronco, incluindo células-tronco mesenquimais (MSCs), como células-tronco estromais derivadas de adipose (ASCs). Mais particularmente, a invenção se refere ao uso de N-acetilcisteína (NAC) em métodos de criopreservação, populações de células obtidas dos ditos métodos, composições compreendendo as ditas células e usos das mesmas.",  A01N 1/02 ;  C12N 5/074,"Method for Cryopreservation of Thronic Cell, Use of a Thronic Cell Population, Cryopreservation Composition, Use of N-Acetylcysteine NAC, and Cryopreservation Kit","{'Produce', 'Remove', 'Break Down', 'Change Phase', 'Separate', 'Hold', 'Protect'}",,Preservar,Célula-tronco,Inibição da degradação celular,"O/a ""Preservar"" atua no/na Sólido para produzir um/uma Gel.",metodo criopreservacao celulatronco uso populacao celulastronco composicao criopreservacao uso nacetilcisteina nac kit criopreservacao,{'remover'}
BR 11 2021 013695 9,13/01/2020,MÉTODO DE TRANSMISSÃO DE INFORMAÇÃO DE CONTROLE E APARELHO DE COMUNICAÇÕES,H04W 24/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1618700&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"MÉTODO E APARELHO DE TRANSMISSÃO DE INFORMAÇÃO DE CONTROLE. Modalidades deste pedido fornecem um método de transmissão de informação de controle. O método inclui: Equipamento de usuário UE envia informação de relatório para uma estação base, onde a informação de relatório inclui um resultado de detecção de um ou mais sinais de referência de enlace descendente do UE ou um status de um timer/contador correspondendo ao um ou mais sinais de referência de enlace descendente; o UE recebe informação de realimentação proveniente da estação base, onde a informação de realimentação inclui informação de status de envio do um ou mais sinais de referência de enlace descendente. Ao usar o método fornecido nas modalidades deste pedido, o UE pode ficar sabendo de um resultado de RLM mais preciso, e reconexão desnecessária é evitada, de maneira que consumo de energia do UE é reduzido e sobrecargas de recursos de sistema são reduzidas.",  H04W 24/02,Method of transmission of control information and communication system,"{'Move', 'Break Down', 'Prevents', 'Change Phase', 'Separate', 'Protect'}",,Transmitir,Informação de controle,Transferência de dados,O/a Transmitir atua no/na Informação de confirmação para produzir um/uma Comunicação sem fio.,metodo transmissao informacao controle aparelho comunicacao,{'segurar'}
BR 11 2021 014819 1,29/01/2020,UM SISTEMA HIDROPNEUMÁTICO INTELIGENTE PARA CONTROLAR A INCLINAÇÃO DE DUAS RODAS DE UM VEÍCULO E UM VEÍCULO EQUIPADO COM O REFERIDO SISTEMA,B62K 5/10,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1620606&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Um sistema hidropneumático inteligente para controlar a inclinação de duas rodas de um veículo, mecanicamente conectadas ao chassi do referido veículo por meio de um primeiro braço de fixação oscilante (B1) e de um segundo braço de fixação oscilante (B2) respectivamente, o sistema incluindo pelo menos um primeiro cilindro (10) e um segundo cilindro (20) adequados para serem interpostos entre o referido chassi e o referido primeiro braço de fixação oscilante (B1) e o referido segundo braço de fixação oscilante (B2), respectivamente, em que os referidos primeiro (10) e segundo (20) cilindros incluem respectivamente uma primeira câmara (101) e uma segunda câmara (202) ambas com volume variável e contendo um fluido de trabalho, em que a transferência do referido fluido de trabalho a partir da referida primeira câmara (101) para a referida segunda câmara (202) resulta em um aumento no volume da referida segunda câmara (202) enquanto a transferência do referido fluido de trabalho a partir da referida segunda câmara (202) para a referida primeira câmara (101) resulta em um aumento no volume da referida primeira câmara (101), e em que o referido sistema compreende primeiros meios de conexão (23) que conectam a referida primeira câmara (101) e a referida segunda câmara (202) de modo que o referido fluido de trabalho possa ser transferido alternadamente a partir da referida primeira câmara (101) para a referida segunda câmara (202) e a partir da referida segunda câmara (202) para a referida primeira câmara (101).",  B62K 5/10 ;  B62K 5/027 ;  B62K 5/01,A smart hydropneumatic system to control the inclination of two rounds of a vehicle and a vehicle equipped with the reference system,"{'Move', 'Break Down', 'Expand', 'Change Phase', 'Separate', 'Hold'}",,Controlar inclinação,Rodas de veículo,Transferência de fluido,"O/a ""Apertar"" atua no/na Líquido para produzir um/uma Eletro-hidrodinâmica.",hidropneumatico inteligente controlar inclinacao roda veiculo veiculo equipar referir,"{'extrair', 'apertar', 'detectar', 'concentrar', 'expandir', 'diluir', 'depositar'}"
BR 11 2021 006428 1,02/03/2020,MÉTODO DE DETECÇÃO FLUORESCENTE MULTIPLEXADA E APARELHO,C12Q 1/6869,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1608043&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Em um primeiro aspecto, um método inclui: fornecer uma amostra, sendo que a amostra inclui um primeiro nucleotídeo e um segundo nucleotídeo; colocar a amostra em contato com um primeiro corante fluorescente e um segundo corante fluorescente, sendo que o primeiro corante fluorescente emite a primeira luz emitida dentro de uma primeira banda de comprimento de onda responsiva a uma primeira luz de iluminação de excitação, o segundo corante fluorescente emite a segunda luz emitida dentro de uma segunda banda de comprimento de onda responsiva a uma segunda luz de iluminação de excitação; coletar simultaneamente, com o uso de um ou mais detectores de imagem, a luz fluorescente multiplexada compreendendo a primeira luz emitida e a segunda luz emitida, sendo que a primeira luz emitida é um primeiro canal de cor correspondente à primeira banda de comprimento de onda e a segunda luz emitida é um segundo canal de cor correspondente à segunda banda de comprimento de onda; e identificar o primeiro nucleotídeo com base na primeira banda de comprimento de onda do primeiro canal de cor e o segundo nucleotídeo com base na segunda banda de comprimento de onda do segundo canal de cor.",  C12Q 1/6869,Multiple and Multiple Fluorescent Detection Method,"{'Detect', 'Separate', 'Break Down', 'Change Phase'}",,Detectar,Líquido,Fluorescência,,metodo deteccao fluorescente multiplexar aparelho,{'detectar'}
BR 11 2021 015124 9,31/01/2020,ESTRUTURA ÓPTICA PARA APLICAÇÕES SOLARES E MÉTODO DE FABRICAÇÃO,H01L 31/0232,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621169&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a uma solução reflexiva fina e plana que compreende um elemento de base totalmente plano e planar; e um pelo menos um elemento de suporte plano e planar dotado de uma pluralidade de cavidades posicionadas em pelo menos um padrão, em que o(s) elemento(s) de suporte e opcionalmente o elemento de base são substancialmente transparentes opticamente, em que o dito pelo menos um elemento de suporte é laminado juntamente com um elemento de base, de modo que o pelo menos um padrão de cavidade opticamente funcional embutido seja estabelecido em uma interface entre os elementos, e em que a estrutura óptica é tornada opticamente funcional ao ajustar os perfis de cavidade dentro de cada dito padrão embutido e/ou dentro de cada dito elemento de suporte, em que a função óptica é selecionada a partir de reflexão de luz, refração de luz e redirecionamento de luz.",  H01L 31/0232 ;  H01L 31/0236 ;  H01L 31/046 ;  H01L 31/054 ;  H01L 31/056 ;  G02B 6/42 ;  B32B 37/00 ;  B29D 1/00,Optical structure for solar applications and manufacturing method,"{'Produce', 'Break Down', 'Change Phase', 'Separate', 'Heat', 'Detect'}",,Orientar,Sólido,Retrorrefletor,,estrutura optico aplicacao solar metodo fabricacao,{'comprimir'}
BR 11 2021 015649 6,17/01/2020,TURBINA EÓLICA,F03D 1/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622221&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Uma turbina compreendendo pelo menos uma lâmina (1), a pelo menos uma lâmina (1) compreendendo: - pelo menos um duto de sucção (11) na lâmina (1), tendo pelo menos uma abertura de entrada (13) para um fluido em que a pelo menos uma lâmina (1) pode ser imersa; - pelo menos um duto de distribuição (12) na lâmina (1), tendo pelo menos uma abertura de saída (14) para o fluido; em que o pelo menos um duto de sucção (11) e o pelo menos um duto de distribuição (12) estão conectados um ao outro; e em que a turbina compreende meios de sucção (21) adaptados para gerar um fluxo de fluido a partir do pelo menos um duto de sucção (11) para o pelo menos um duto de distribuição (12); em que a referida pelo menos uma abertura de entrada (13) e a referida pelo menos uma abertura de saída (14) estão voltadas uma para outra.",  F03D 1/06 ;  F03D 3/06 ;  F03D 7/02,The wind turbine,"{'Move', 'Break Down', 'Change Phase', 'Separate', 'Heat', 'Hold', 'Dry', 'Protect'}",,Detectar,Líquido,Turbina hidráulica,,turbina eolico,{'girar'}
BR 10 2020 001883 3,29/01/2020,BEBIDA ENERGÉTICA COM NICOTINA,A23L 2/38,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1550001&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a uma nova bebida, derivada de formulações já existentes, ou seja, à adição de nicotina ( obtida pela destilação e posterior purificação ) das folhas de Tabaco às formulações já conhecidas das bebidas energéticas ( que incluem cafeína, taurina, vitaminas bem como outras substâncias como glucuronolactona, aromatizantes e corantes).",  A23L 2/38 ;  A23L 2/52 ;  A23L 33/105 ;  A23L 33/15 ;  A23L 33/17,Energy drinks with nicotine,"{'Produce', 'Move', 'Break Down', 'Change Phase', 'Separate', 'Heat', 'Hold', 'Clean', 'Absorb', 'Join'}",,Adicionar,Nicotina,Solubilização,O/a Preparar atua no/na Bebida aromática para produzir um/uma Extração de compostos solúveis.,bebida energetico nicotina,{'purificar'}
BR 10 2020 004037 5,28/02/2020,MANIPULADOR TELESCÓPICO COM CABINA APRIMORADA,B62D 25/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1561719&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"É descrito um manipulador telescópico (1) com uma cabina (1) equipada com um teto (10) definido por uma cobertura protetora transparente ou semitransparente (11) que compreende um ou mais materiais projetados para suportar a queda de material perigoso para a segurança de um operador a bordo da cabina (1). A cobertura inclui uma pluralidade de camadas, das quais pelo menos uma camada é feita de vidro e uma camada é feita de material polimérico.",  B62D 25/06 ;  B62D 33/06,Telecommunications with closed cabin,"{'Produce', 'Move', 'Break Down', 'Cool', 'Separate', 'Hold', 'Clean', 'Join'}",,Proteger,Operador,Absorção de impacto,O/a Abrir atua no/na Escotilha para produzir um/uma Movimento rotativo.,manipulador telescopico cabina aprimorar,{'extrair'}
BR 11 2021 020818 6,28/02/2020,GRUPAMENTO DE RECURSOS DE CANAL DE CONTROLE E CONFIGURAÇÃO DE RELAÇÃO ESPACIAL,H04B 7/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1631078&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Determinados aspectos da presente revelação proporcionam técnicas para configuração de grupamento e relação espacial de recurso de canal de controle. Os aspectos da presente revelação proporcionam um método de comunicação sem fio por um equipamento de usuário (UE). Em geral, o método inclui receber uma indicação de um ou mais grupamentos de um ou mais recursos de canal de controle em uma largura de banda configurada. Cada grupamento é associado a uma relação espacial. O UE aplica uma relação espacial para uma transmissão de canal de controle usando um ou mais recursos de canal de controle em um grupamento dentre um ou mais grupamentos. O grupamento é associado à relação espacial.",  H04B 7/06 ;  H04B 7/08 ;  H04L 5/00,Control Channel Resource Group and Space Relation Configuration,"{'Move', 'Break Down', 'Prevents', 'Expand', 'Change Phase', 'Separate', 'Join'}",,Configurar,Recurso de canal de controle,Associação espacial,O/a Configurar atua no/na Banda de transmissão para produzir um/uma Alocação de largura de banda.,grupamento recurso canal controle configuracao espacial,{'segurar'}
