id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc
BR 20 2020 003784 1,21/02/2020,CONFIGURAÇÃO APLICADA A MÁQUINA DE VENDA AUTOMÁTICA DE VENDA DE FILTRO SOLAR E PRODUTOS SIMILARES,G07F 15/04,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1560617&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  CONFIGURAÇÃO APLICADA A MÁQUINA DE VENDA AUTOMÁTICA DE VENDA DE FILTRO SOLAR E PRODUTOS SIMILARES. Um setor em ampla expansão é o das máquinas automáticas de venda (vending machines), dispositivos que permitem a comercialização de produtos diretamente ao usuário mediante a introdução de dinheiro, fichas ou crédito, sem a intervenção de um vendedor. Tais dispositivos possibilitam a oferta 24 horas por dia de produtos diversos aos usuários, necessitando intervenção humana apenas no momento de reposição dos produtos e recolhimento dos valores, constituindo-se, pois, de um ponto de venda permanente que atende ininterruptamente às demandas dos usuários com baixos custos de manutenção para os comerciantes. Uma evolução desses dispositivos é a possibilidade de vender não apenas produtos inteiros, mas pequenas porções de produtos dos quais os usuários utilizam uma pequena quantidade de cada vez. Um caso típico é o dos cosméticos, tradicionalmente comercializados em embalagens que contém uma quantidade de produto correspondente a várias aplicações. Um caso específico, que demanda maior atenção é o dos filtros solares, face às circunstâncias em que normalmente são utilizados. É quase desnecessário lembrar a enorme importância da utilização de filtros solares em situações de exposição ao sol na prevenção de doenças de pele, fator que tem sido agravado pelo aumento da incidência de raios ultravioleta em função da redução da camada de ozônio da atmosfera. Filtros solares são, pois, absolutamente necessários em praias, piscinas, clubes e outros locais onde as pessoas ficam expostas ao sol. É bastante comum, entretanto, a situação em que o banhista lembra dessa necessidade do produto apenas quando já está no local, sob a incidência dos raios solares prejudiciais. Nesse caso, sua demanda pelo produto pode ser plenamente atendida por vending machines estrategicamente colocadas nesses locais, que fornecem ao usuário a exata quantidade de filtro solar desejada por ele na situação. O presente pedido apresenta uma configuração para máquina automática de venda de filtro solar e produtos similares na quantidade demandada pelo usuário, que incorpora novos recursos tecnológicos de interatividade e conectividade, que permitem maior facilidade ao usuário, ampliando suas alternativas de escolha dos produtos e das formas de pagamento.",  G07F 15/04
BR 11 2021 016023 0,21/02/2020,FORNO DE SINTERIZAÇÃO,F27B 17/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623052&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  FORNO DE SINTERIZAÇÃO. Forno de sinterização (1) para sinterização de peças dentais (2), tendo o forno de sinterização (1) um elemento de aquecimento (3) com um espaço de inserção (4) para receber a peça de trabalho (2) durante a sinterização, sendo que o espaço de inserção (4) possui uma área parcial de um espaço interior (5) que está dentro do elemento de aquecimento (3), e o elemento de aquecimento (3) compreende ou consiste em carboneto de silício, sendo o elemento de aquecimento (3) no mínimo parcialmente projetado como um tubo com fenda e formando a fenda (6) no elemento de aquecimento (3), sendo o tubo em forma de espiral em uma área de aquecimento (7) na qual o elemento de aquecimento (3) circunda o espaço de inserção (4).",  F27B 17/02 ;  F27D 99/00
BR 10 2020 003794 3,21/02/2020,GERADOR EÓLICO SOLAR PARA ALIMENTAÇÃO AUTONOMA DE VEÍCULOS AUTOMOTORES,B60K 16/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1560627&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  GERADOR EÓLICO SOLAR PARA ALIMENTAÇÃO AUTONOMA DE VEÍCULOS AUTOMOTORES. Compreendido por um corpo principal formado a partir de uma entrada de captação eólica ou de um conjunto, com design e quantidades determinado pelo projeto de cada veículo, que possui uma turbina provida de uma ou mesmo de um conjunto de hélices inseridas em um eixo central que aciona uma engrenagem de multiplicação ou um conjunto de polias e correia, conforme projeto do veículo um gerador elétrico, dita câmara recebe inferiormente uma base de sustentação, e superiormente uma base de apoio ambas dotada externamente de amortecedores e borracha de proteção, sendo que sobre a base de apoio, posicionam-se placas solares, dita uma câmara de captação eólica pode receber a conexão de um conjunto de dutos de entrada de ar, dito corpo principal é provido ainda de caixa de proteção para os equipamentos elétricos, um ou mais controladores de cargas, regulador de tensão, inversor de corrente elétrica, um conjunto de disjuntores/DPS, placa de circuito de proteção de diodo e baterias de armazenamento solar.",  B60K 16/00 ;  B60L 8/00
BR 10 2020 003800 1,21/02/2020,PROCESSAMENTO DE REVESTIMENTOS E MULTICAMADAS À BASE DE SILICETOS DE NIÓBIO OBTIDOS IN-SITU,C23C 28/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1560634&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  PROCESSAMENTO DE REVESTIMENTOS E MULTICAMADAS À BASE DE SILICETOS DE NIÓBIO OBTIDOS IN-SITU. A presente invenção tem como objetivo produzir revestimentos e multicamadas estáveis em altas temperaturas (entre 800°C e 1300°C), através do processamento de pós metálicos elementares de forma a obter silicetos à base de Nióbio recorrendo à síntese “in-situ”, ou seja, durante o aquecimento ou fusão de uma mistura de pós elementares utilizando feixe de energia como laser, feixe de elétrons, arco elétrico e, em particular, o processo de Plasma por Arco Transferido (PTA), pela metodologia Aditiva. Pós metálicos elementares foram utilizados nas devidas proporções em peso a fim de obter misturas homogêneas. Após preparação, tais misturas são aquecidas e/ou fundidas por fonte de energia, que pode ser um feixe de laser ou um arco elétrico. As misturas de pós a base de Nb foram processadas em condições variadas de parâmetros, gerando microestrutura, dureza e fases diferenciadas. Tal invento visa aplicações nas indústrias aditivas, de revestimentos de proteção e/ou restauração decomponentes desgastados, não se limitando a estes.",  C23C 28/00 ;  C22C 29/18 ;  C22C 27/02 ;  B29C 64/153 ;  B33Y 10/00 ;  B22F 7/06 ;  B22F 7/00
BR 11 2021 016999 7,21/02/2020,"DISPOSITIVO DE IDENTIFICAÇÃO POR IMPRESSÃO DIGITAL FOTOELÉTRICA, TERMINAL E MÉTODO DE IDENTIFICAÇÃO POR IMPRESSÃO DIGITAL.",G06K 9/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624833&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  DISPOSITIVO DE IDENTIFICAÇÃO POR IMPRESSÃO DIGITAL FOTOELÉTRICA, TERMINAL E MÉTODO DE IDENTIFICAÇÃO POR IMPRESSÃO DIGITAL. Trata-se de um dispositivo de identificação por impressão digital fotoelétrica, um terminal e um método de identificação por impressão digital. O dispositivo inclui: uma unidade emissora de luz (6,7) em que a unidade emissora de luz (6,7) gera pelo menos um primeiro sinal luminoso e um segundo sinal luminoso; um sensor de impressão digital fotossensível (1), em que o sensor de impressão digital fotossensível (1) inclui uma primeira região sensora (11) e uma segunda região sensora (12) que não se sobrepõem, e a primeira região sensora (11) é coberta por um filtro infravermelho (3); uma unidade de detecção de imagem, configurada para detectar energia luminosa refletida da primeira região sensora (11) para obter informações por impressão digital; e uma unidade de detecção de corpo vivo, configurada para detectar energia luminosa refletida da segunda região sensora (12) para obter informações de detecção de corpo vivo.",  G06K 9/00
BR 11 2022 003676 0,21/02/2020,"MÉTODO E DISPOSITIVOS DE COMUNICAÇÕES, DE MEIO DE ARMAZENAMENTO LEGÍVEL POR COMPUTADOR, E DE CHIP",H04W 52/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1647486&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO E DISPOSITIVOS DE COMUNICAÇÃO, E MEIO DE ARMAZENAMENTO LEGÍVEL POR COMPUTADOR. A presente invenção refere-se a método e dispositivos de comunicação e a meio de armazenamento legível por computador, os quais são usados para resolver o problema na técnica anterior do retardo em um dispositivo de terminal ao enviar ou receber dados. O método compreende: se uma ocasião de detecção para um sinal de ativação não estiver presente em uma primeira janela de tempo ou a primeira janela de tempo não compreender uma ocasião de detecção para um sinal de ativação em pelo menos um conjunto de espaços de pesquisa configurado para um dispositivo de terminal, detectar um canal de controle de downlink físico dentro de um período de tempo de duração em um estado de recepção descontínua (DRX), no qual a primeira janela de tempo é uma janela de tempo para detectar o sinal de ativação, o sinal de ativação é usado para instruir o dispositivo de terminal para detectar o canal de controle de downlink físico dentro do período de tempo de duração, e a primeira janela de tempo é anterior ao período de tempo de duração em termos de tempo.",  H04W 52/02 ;  H04W 72/04 ;  H04W 76/28
BR 11 2021 020626 4,21/02/2020,ARTIGO ABSORVENTE,A61F 13/514,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1630797&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  ARTIGO ABSORVENTE. A presente invenção fornece um artigo absorvente que é capaz de suprimir a condensação sobre um lado externo do artigo absorvente ao mesmo tempo em que diminui a temperatura e a umidade absoluta em um lado interno do artigo absorvente. Um artigo absorvente (1) de acordo com a presente descrição inclui um núcleo absorvente (12a), uma folha de difusão (12d) e uma folha de revestimento permeável à umidade (13) laminados nesta ordem a partir de um lado que está voltado para a pele em direção a um lado da superfície não voltada para a pele, em que o núcleo absorvente (12a) é formado principalmente de um polímero superabsorvente, a folha de difusão (13) é formada principalmente de fibras hidrofílicas e tem uma absorção de água de Klemm de 100 mm ou maior e a folha de revestimento permeável à umidade (13) tem uma permeabilidade à umidade de 1500 g/m2/24 h ou mais.",  A61F 13/514 ;  A61F 13/53 ;  A61F 13/535 ;  A61F 13/537
BR 11 2021 016695 5,21/02/2020,SISTEMA E MÉTODO AVANÇADO DE COMPENSAÇÃO DE CORRENTE TRANSVERSAL PARA MELHORAR O COMPARTILHAMENTO DE CORRENTE REATIVA NA GERAÇÃO DE ENERGIA COM MÚLTIPLOS GERADORES,H02P 9/04,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624271&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  SISTEMA E MÉTODO AVANÇADO DE COMPENSAÇÃO DE CORRENTE TRANSVERSAL PARA MELHORAR O COMPARTILHAMENTO DE CORRENTE REATIVA NA GERAÇÃO DE ENERGIA COM MÚLTIPLOS GERADORES. O presente sistema e método fornecem um sistema de controle de compensação de corrente cruzada que fornece desempenho de compartilhamento de carga aprimorado durante a operação paralela de geradores múltiplos por meio do uso de um controlador de PI Integral Proporcional ou um controlador de PID Integral Proporcional Diferencial eliminando erros de estado estacionário no compartilhamento de corrente reativa, assim fornecendo uma resposta estável e robusta com variações incertas de equipamentos no sistema de energia por meio de compensação de corrente cruzada aprimorada quando existem várias incertezas de parâmetro do sistema.",  H02P 9/04 ;  H02J 3/38 ;  H02H 7/06
BR 11 2021 015710 7,21/02/2020,FONTE SÍSMICA MARINHA EM LINHA PARA ATUAÇÃO QUASE CONTÍNUA,G01V 1/38,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622385&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  FONTE SÍSMICA MARINHA EM LINHA PARA ATUAÇÃO QUASE CONTÍNUA. A presente invenção refere-se a uma fonte em linha que pode ser utilizada para uma inspeção marinha. Por exemplo, um navio de inspeção marinha pode rebocar unidades fontes em linha. As unidades fontes podem ser acionadas de forma quase contínua para que o respectivo sinal emitido por cada uma das unidades fontes não esteja relacionado com sinais emitidos por outras das unidades fontes.",  G01V 1/38
BR 11 2021 016613 0,21/02/2020,"AGENTE CAPAZ DE INIBIR A SINALIZAÇÃO MEDIADA POR INTERLEUCINA 11 (IL-11), USO DESTE NA FABRICAÇÃO DE UM MEDICAMENTO E MÉTODOS",C07K 16/28,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624073&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  AGENTE CAPAZ DE INIBIR A SINALIZAÇÃO MEDIADA POR INTERLEUCINA 11 (IL-11), USO DESTE NA FABRICAÇÃO DE UM MEDICAMENTO E MÉTODOS. São divulgados métodos de tratamento e prevenção de lesão renal através da inibição da sinalização mediada por interleucina 11 (IL-11), bem como agentes para uso em tais métodos.",  C07K 16/28 ;  C07K 16/24 ;  A61P 13/12 ;  C12N 15/113
BR 10 2020 003703 0,21/02/2020,"PROCESSO DE OTIMIZAÇÃO DE PROPRIEDADES FÍSICO-MECÂNICAS, TERMO-QUÍMICAS, FUNGICIDAS E INSETICIDAS DA MADEIRA COM IMPREGNAÇÃO DE RESINA NATURAL SEMI-PROCESSADA DE PINUS",B27K 3/34,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1560535&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  PROCESSO DE OTIMIZAÇÃO DE PROPRIEDADES FÍSICO-MECÂNICAS, TERMO-QUÍMICAS, FUNGICIDAS E INSETICIDAS DA MADEIRA COM IMPREGNAÇÃO DE RESINA NATURAL SEMI-PROCESSADA DE PINUS. A presente invenção refere-se a impregnação ou aplicação superficial da resina semi-processada (pois passa pelo processo de extração, alterando suas características ao ser retirada da madeira) de pinus, em sua forma líquida, comumente conhecida como terebintina. O diferencial da presente invenção refere-se a aplicação de um produto de fonte renovável e baixo custo nunca utilizado para o tratamento da madeira antes, proporcionando assim incremento em determinadas propriedades tecnológicas da madeira como: aumento do módulo de ruptura em cerca de 50%, módulo de elasticidade em 70% e com perspectivas de melhoria em estabilidade térmica, alterações químicas, física e resistência a agentes xilófagos. Considerando os principais produtos utilizados para tratamento da madeira como: CCA, CCB (produtos nocivos ao ser humano e ao meio ambiente), monômeros como: Metacrilato de metila, Estireno e Acetato de vinila (produtos caros e de fontes não renováveis). A impregnação (método vácuo-pressão) ou aplicação superficial (pincelamento) da resina de pinus para otimização de propriedades tecnológicas da mesma se mostra como uma promissora, acessível e barata técnica de modificação da madeira.",  B27K 3/34 ;  A01P 7/04 ;  A01P 3/00 ;  B27K 3/50
BR 11 2021 016143 0,21/02/2020,VÁLVULA PARA UM UTENSÍLIO DE UROSTOMIA E COMBINAÇÃO,A61F 5/445,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623280&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  VÁLVULA PARA UM UTENSÍLIO DE UROSTOMIA E COMBINAÇÃO. Uma válvula para um utensílio de urostomia (1) incluindo umcorpo (12) para conexão ao utensílio de urostomia (1) formado a partir das primeira e segunda partes de corpo separadas(12a)(12b, que são conectadas ou conectáveis uma à outra, uma entrada (14) e uma saída (16), conectadas por um caminho de fluxo, a entrada (14) sendo provida pela primeira parte de corpo (12a), e um membro de bloqueio (18) que é recebido em uma abertura provida pela segunda parte de corpo (12b), o dito membro de bloqueio (18) sendo móvel entre uma posição fechada, na qual o membro de bloqueio (18) bloqueia a entrada (14), tal que líquido não possa fluir através do caminho de fluxo para a saída (16), e uma posição aberta na qual a entrada (14) é aberta, tal que líquido é permitido fluir através do caminho de fluxo para a saída (16).",  A61F 5/445
BR 10 2020 003708 0,21/02/2020,SISTEMA GERENCIADOR DE FLUXO DE OVOS,G06Q 10/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1560540&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  SISTEMA GERENCIADOR DE FLUXO DE OVOS. Trata-se a presente patente de invenção, de um sistema gerenciador de fluxo de ovos, onde o mesmo é capaz de contar os ovos e controlar a velocidade das esteiras transportadoras, acelerando ou desacelerando as mesmas. Pertencente ao setor técnico de eletrônica com aplicação em granjas, além do controle acima descrito, o sistema tem como objetivo permitir o monitoramento da produção de ovos de cada galpão e corrigir ou gerenciar eventuais problemas através de um sistema supervisório de gerenciamento que poderá ser também um aplicativo instalado no celular. O sistema é aplicado em um galpão (1) e compreende um conjunto de sensores (2) os quais ao identificarem os ovos (O) na esteira (E), emitem pulsos para uma placa (3) que através de um fotoacoplador (31) recebem tais pulsos e os interpretam, transformando-os em informações lidas por um microcontrolador (32) que faz a contagem e dependendo do número de ovos com relação ao pré-estabelecido através de um software envia um sinal para um módulo de relés (4) que aciona o potenciômetro (5), inversor de frequência, que manda mais ou menos frequência ao motor (6) que desacelera ou acelera a esteira (E), de forma contínua.",  G06Q 10/06
BR 20 2020 003697 7,21/02/2020,DISPOSIÇÃO CONSTRUTIVA INTRODUZIDA EM CAPOTA MARÍTIMA RÍGIDA DOBRÁVEL PARA PICK-UPS,B60J 7/12,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1560530&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  DISPOSIÇÃO CONSTRUTIVA INTRODUZIDA EM CAPOTA MARÍTIMA RÍGIDA DOBRÁVEL PARA PICK-UPS. Trata-se a presente patente de Modelo de Utilidade, de uma nova disposição construtiva introduzida em capota marítima para vãos de carga de pick-ups, pertencente ao campo técnico dos acessórios automotivos, mais particularmente, de uma capota rígida dobrável com a função de proteger o interior das caçambas e com aprimoramentos técnicos e funcionais especialmente desenvolvidos e introduzidos em uma capota rígida dobrável convencional. A capota rígida dobrável para caçambas de pick-ups compreende um quadro (1) formado pelos perfis externos posterior (11), frontal (12) e laterais (13) unidos pelas cantoneiras (14), sendo os perfis laterais (13) articulados através das dobradiças (15) que são envolvidas pelos suportes (16) e pelos perfis internos (17) formando os vãos que poderão ser de dois a quatro, nos quais são acopladas as placas (2) fabricada por extrusão conferindo um perfil alveolar leve e robusto. A presente inovação apresenta variantes construtivas.",  B60J 7/12
BR 11 2021 017083 9,21/02/2020,ARTIGO ABSORVENTE,A61F 13/51,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624916&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  ARTIGO ABSORVENTE. A presente invenção refere-se a artigo absorvente (1) que tem uma direção longitudinal, uma direção esquerda-direita, cruzando uma a outra no estado desdobrado, e é fornecido com uma parte de cintura ventral (20), uma parte de cintura dorsal (30), e um corpo principal de absorvente (10) no qual uma seção terminal na direção longitudinal é ligada à parte de cintura ventral e a outra seção terminal é ligada na parte de cintura dorsal. O corpo principal de absorvente é fornecido com um núcleo absorvente (11), uma folha impermeável a líquido (13) disposta no lado de não pele do núcleo absorvente (11), e uma folha de cobertura (15) disposta no lado não pele da folha impermeável a líquido (13). Em uma região na qual a folha de cobertura (15), a parte de cintura ventral, e a parte de cintura dorsal se sobrepõem na direção de espessura, a parte de cintura ventral e a parte de cintura dorsal são fornecidas com tecidos não tecidos (21, 31) tendo vários furos (40), e a folha de cobertura (15) é fornecida com vários furos (40). Na direção de espessura, os elementos de folha (22, 32) sem os poros são dispostos entre a folha de cobertura (15) e os tecidos não tecidos.",  A61F 13/51 ;  A61F 13/514 ;  A61F 13/551
BR 11 2021 016173 2,21/02/2020,"ROEDOR GENETICAMENTE MODIFICADO, MÉTODOS DE PRODUÇÃO DE UM ROEDOR GENETICAMENTE MODIFICADO E DE PRODUÇÃO DE UM ANTICORPO ANTI-NAV1.7, CÉLULA OU TECIDO ISOLADO DE ROEDOR, LINHAGEM CELULAR IMORTALIZADA, EMBRIÃO DE ROEDOR, CONSTRUTO DE ÁCIDO NUCLEICO DE DIRECIONAMENTO, E, HIBRIDOMA",A01K 67/027,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623306&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  ROEDOR GENETICAMENTE MODIFICADO, MÉTODOS DE PRODUÇÃO DE UM ROEDOR GENETICAMENTE MODIFICADO E DE PRODUÇÃO DE UM ANTICORPO ANTI-NAV1.7, CÉLULA OU TECIDO ISOLADO DE ROEDOR, LINHAGEM CELULAR IMORTALIZADA, EMBRIÃO DE ROEDOR, CONSTRUTO DE ÁCIDO NUCLEICO DE DIRECIONAMENTO, E, HIBRIDOMA. São divulgados neste documento roedores (tais como camundongos e ratos) geneticamente modificados em um lócus de Scn9a endógeno para compreender uma sequência nucleotídica de Scn exógeno, tal como a sequência codificante de um gene SCN2A humano. Também são divulgados métodos e composições úteis para produzir esses roedores e métodos de uso desses roedores para gerar anticorpos anti-NaV1.7.",  A01K 67/027 ;  C07K 16/28 ;  C07K 14/705
BR 11 2021 016174 0,21/02/2020,COMBINAÇÃO DE ÁCIDO PIROGLUTÂMICO E UM INIBIDOR DE UREASE PARA EFEITOS MELHORADOS EM SAÚDE DE PLANTA,A01N 43/36,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623312&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  COMBINAÇÃO DE ÁCIDO PIROGLUTÂMICO E UM INIBIDOR DE UREASE PARA EFEITOS MELHORADOS EM SAÚDE DE PLANTA. O assunto aqui descrito refere-se geralmente a composições e formulações e métodos de uso de combinações de ácido piroglutâmico e NBPT para melhorar as características de saúde das plantas, tais como rendimento de proteína bruta e aumento percentual de nitrogênio no tecido vegetal.",  A01N 43/36 ;  A01N 57/12 ;  A01N 25/04
BR 11 2020 008560 0,21/02/2020,SISTEMA PARA LIBERAÇÃO DE AGENTES BIOLÓGICOS NO CONTROLE BIOLÓGICO DE PRAGAS,A01B 79/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1575578&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  SISTEMA EMBARCADO MULTIUSO PARA LIBERAÇÃO AUTÔNOMA DE AGENTES BIOLÓGICOS NO CONTROLE BIOLÓGICO DE PRAGAS DE PRECISÃO. Um sistema embarcado multiuso para automatizar o processo de liberação de diferentes insumos para controle biológico de pragas de precisão através de, mas não limitado a, Veículos Aéreos Não Tripulados - VANTs (ou drones). É composto de um equipamento eletrônico multiuso de alto desempenho (hardware), receptor GPS/GLONASS/GALILEO dedicado ou compartilhado da aeronave e quatro diferentes liberadores eletromecânicos dedicados nominados respectivamente BioBOT - Liberador de Ovos Avulsos Parasitados, BioCOTe - Liberador de Massas Avulsas, BioMITe - Liberador de Insumos (Ácaros) vivos e BioFUNgus - Liberador de Fungos Benéficos em Pó. Esse sistema permite o full compliance de toda a cadeia do controle biológico, desde a produção, monitoramento, planejamento digital integrado, liberação controlada e de precisão e geração de relatórios confiáveis.",  A01B 79/00 ;  A01M 9/00 ;  B64D 1/02
BR 11 2021 000302 9,21/02/2020,"SEQUÊNCIA DE ÁCIDOS NUCLEICOS, MÉTODO PARA DETECTAR A PRESENÇA DO DNA DO EVENTO DE MILHO TRANSGÊNICO DBN9501 EM UMA AMOSTRA, KIT DE DETECÇÃO DE DNA, MÉTODOS PARA PROTEGER UMA PLANTA DE MILHO, MÉTODO PARA CRIAR UMA PLANTA DE MILHO RESISTENTE A INSETOS E/OU TOLERANTE AO HERBICIDA GLUFOSINATO E PRODUTO OU COMMODITY AGRÍCOLA DERIVADO DO EVENTO DE MILHO TRANSGÊNICO DBN9501",C12Q 1/6895,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1600444&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  SEQUÊNCIA DE ÁCIDOS NUCLEICOS, MÉTODO PARA DETECTAR A PRESENÇA DO DNA DO EVENTO DE MILHO TRANSGÊNICO DBN9501 EM UMA AMOSTRA, KIT DE DETECÇÃO DE DNA, MÉTODOS PARA PROTEGER UMA PLANTA DE MILHO, MÉTODO PARA CRIAR UMA PLANTA DE MILHO RESISTENTE A INSETOS E/OU TOLERANTE AO HERBICIDA GLUFOSINATO E PRODUTO OU COMMODITY AGRÍCOLA DERIVADO DO EVENTO DE MILHO TRANSGÊNICO DBN9501. A presente invenção refere-se a uma sequência de ácidos nucleicos para detectar um evento de milho geneticamente modificado DBN9501, bem como um método de detecção desta, em que a sequência de ácidos nucleicos compreende a SEQ ID No.: 1 ou uma sequência complementar desta, ou SEQ ID No.: 2 ou uma sequência complementar desta. São também providos um método para preparar uma planta de milho que é resistente a insetos e/ou tolerante ao herbicida amônio-glufosinato, um método para cultivar uma planta de milho que é resistente a insetos e/ou tolerante ao herbicida amônio-glufosinato, bem como um método para proteger uma planta de milho contra danos causados por herbicidas ou para controlar ervas daninhas no campo onde uma planta de milho é cultivada, em que o genoma da planta de milho compreende as sequências de ácidos nucleicos mostradas na SEQ ID No.: 1, e/ou SEQ ID No.: 2, as sequências de ácidos nucleicos mostradas na SEQ ID No.: 3, e/ou SEQ ID No.: 4 ou uma sequência de ácidos nucleicos mostrada in SEQ ID No.: 5.",  C12Q 1/6895 ;  C12N 15/11 ;  C12N 15/82 ;  A01H 1/02 ;  A01H 5/00 ;  A01H 6/46
BR 11 2021 017103 7,21/02/2020,USO DE RAMNOLIPÍDEOS,A61K 8/60,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624940&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,  USO DE RAMNOLIPÍDEOS. A presente invenção se refere ao uso de ramnolipídeos para a deposição de pelo menos uma substância de um meio em uma superfície.,  A61K 8/60 ;  A61Q 5/12
